tile,band,source_id,local_x,local_y,major,minor,angle_deg,area,large_center_only
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189201,184.198461,6.707098,1.344488,0.878383,68.133223,3.710143,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189253,382.733743,22.055736,0.920235,0.919741,60.403640,2.658974,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189254,386.325495,7.238630,0.602151,0.602041,-7.542093,1.138891,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189338,258.231805,60.387034,3.050174,1.402931,-37.797358,13.443454,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189339,236.506709,51.700489,1.390671,1.335419,65.638561,5.834341,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189362,357.751979,52.658853,3.736752,3.274340,6.499646,38.438634,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189363,340.453605,58.644263,4.684631,1.203438,70.808763,17.711240,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189364,350.353852,39.576970,2.074080,2.073536,-60.330507,13.510983,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189449,114.350140,78.660108,2.113503,2.096813,-13.981034,13.922351,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189459,16.360557,69.622699,3.956284,0.826811,4.084145,10.276465,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189460,32.583471,77.619083,0.368080,0.368051,-18.702133,0.425598,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189539,139.218170,104.496661,0.680945,0.679864,-58.412602,1.454401,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189540,125.135735,111.849057,4.185173,1.225164,-67.625976,16.108591,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189541,144.856827,87.099892,0.466691,0.466310,-31.792433,0.683683,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189542,131.255659,111.201669,2.639441,1.106182,60.516227,9.172515,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189543,127.833929,100.464667,2.321820,1.901026,71.470762,13.866487,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189651,18.477487,119.081516,1.123256,0.552037,-9.127957,1.948033,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189652,55.594436,94.819397,5.170078,3.826027,46.913111,62.143401,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189653,19.170465,103.129244,0.822915,0.623475,7.165113,1.611848,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189654,6.643176,151.784160,4.576736,1.564780,-36.729589,22.498786,0
